target,source,value,source (FR),target (FR),color
NG,IMP_NG_EHP,31853.399378752325,Importations de gaz naturel,Gaz naturel,#FFD700
NG,IMP_SNG_EHP,11.764852239051475,IMP_SNG_EHP,Gaz naturel,#FFD700
SMR,NG,9492.220266114653,Gaz naturel,Reformage vapeur du méthane,#FFD700
BOILER,NG,8863.162872749444,Gaz naturel,Chaudière,#FFD700
METHANE_TO_METHANOL,NG,5095.559778779649,Gaz naturel,Conversion du méthane en méthanol,#FFD700
BOILER,NG,11.76485223904616,Gaz naturel,Chaudière,#FFD700
BUS,NG,282.2202546047045,Gaz naturel,Autobus,#FFD700
SEMI,NG,8120.236206503873,Gaz naturel,Semi-remorque,#FFD700
H2,ALKALINE_ELECTROLYSIS,1469.9363067305464,Électrolyse alcaline,H2,#FF00FF
AFC,H2,23.03297358573461,H2,Pile à combustible alcaline,#FF00FF
CO2_TO_DIESEL,H2,8029.574475046218,H2,Conversion du CO2 en diesel,#545454
H2,SMR,9656.378704084082,Reformage vapeur du méthane,H2,#FF00FF
LCV,H2,3073.7075621826793,H2,Véhicule utilitaire léger,#FF00FF
