target,source,value,source (FR),target (FR),color
MOBILITY_PASSENGER,COMMUTER,118.59527392479997,Train de banlieue,Mobilité des personnes,#000000
MOBILITY_FREIGHT,LCV,4613.4344867389445,Véhicule utilitaire léger,Mobilité des marchandises,#000000
MOBILITY_FREIGHT,PLANE,205.59649320000145,Avion,Mobilité des marchandises,#000000
MOBILITY_PASSENGER,PLANE,9301.526784,Avion,Mobilité des personnes,#000000
MOBILITY_PASSENGER,SCHOOLBUS,152.74100292283106,Autobus scolaire,Mobilité des personnes,#000000
MOBILITY_FREIGHT,SEMI,5258.009426219386,Semi-remorque,Mobilité des marchandises,#000000
MOBILITY_FREIGHT,SHIP,2122.6088519999994,Navire,Mobilité des marchandises,#000000
MOBILITY_FREIGHT,TRAIN,1629.508346752445,Train,Mobilité des marchandises,#000000
MOBILITY_PASSENGER,TRAIN,1.9538966423419157,Train,Mobilité des personnes,#000000
BUS,PROPANE,380.2807912358368,Propane,Autobus,#000000
COACH,BIO_ETHANOL,3.6825312130047925,Bioéthanol,Autocar,#000000
COACH,GASOLINE,34.06341372029433,Essence,Autocar,#808080
PLANE,BIO_JETFUEL,7245.5964932,Biocarburant d'aviation,Avion,#000000
PLANE,JETFUEL,2261.526784000001,Carburant aviation,Avion,#000000
SCHOOLBUS,BIO_ETHANOL,16.29237364510198,Bioéthanol,Autobus scolaire,#000000
SCHOOLBUS,GASOLINE,136.44862927772908,Essence,Autobus scolaire,#808080
SEMI,BIO_DIESEL,3420.5067025023113,Biodiesel,Semi-remorque,#6B8E23
SEMI,DIESEL,439.46402834542164,Diesel,Semi-remorque,#D3D3D3
SHIP,METHANOL,2122.6088519999994,Méthanol,Navire,#A5DA00
DIRECT_ELEC,ELECTRICITY,36006.43074820098,Électricité,Électricité directe,#00BFFF
COGEN,ELECTRICITY,5.273496776495569e-05,Électricité,Cogénération,#00BFFF
HP,ELECTRICITY,29240.46515320352,Électricité,Thermopompe,#00BFFF
DIRECT_ELEC,ELECTRICITY,0.00011237988417178708,Électricité,Électricité directe,#00BFFF
COGEN,ELECTRICITY,0.00010787987877913024,Électricité,Cogénération,#00BFFF
GASIFICATION_H2,ELECTRICITY,621.925303766644,Électricité,Production d'hydrogène par gazéification du bois,#00BFFF
FT,ELECTRICITY,13.682026810009242,Électricité,Production de biodiesel par synthèse Fischer-Tropsch,#00BFFF
DAC_HT,ELECTRICITY,58.22327072339962,Électricité,Captage direct à haute température,#00BFFF
ELECTRICITY,HYDRO_DAM,127918.533528,Barrages hydroélectriques existants,Électricité,#00BFFF
ELECTRICITY,HYDRO_RIVER,73573.19568,Hydroélectricité au fil de l'eau existante,Électricité,#00BFFF
ELECTRICITY,IMP_ELECTRICITY_EHV,33889.0,Importations d'électricité,Électricité,#00BFFF
ELECTRICITY,COGEN,4561.463436683869,Cogénération,Électricité,#00BFFF
ELECTRICITY,NEW_HYDRO_DAM,3458.3526124646605,Nouveaux barrages hydroélectriques,Électricité,#00BFFF
EUD_ELECTRICITY_EHV,ELECTRICITY,5955.0,Électricité,Demande en électricité très haute tension,#00BFFF
EUD_ELECTRICITY_HV,ELECTRICITY,61316.0,Électricité,Demande en électricité haute tension,#00BFFF
EUD_ELECTRICITY_LV,ELECTRICITY,23221.0,Électricité,Demande en électricité basse tension,#00BFFF
EUD_ELECTRICITY_MV,ELECTRICITY,17508.0,Électricité,Demande en électricité moyenne tension,#00BFFF
INDUSTRY,EUD_ELECTRICITY_EHV,5955.0,Demande en électricité très haute tension,Industrie,#00BFFF
INDUSTRY,EUD_ELECTRICITY_HV,61316.0,Demande en électricité haute tension,Industrie,#00BFFF
HOUSEHOLDS,EUD_ELECTRICITY_LV,9741.0,Demande en électricité basse tension,Résidentiel,#00BFFF
SERVICES,EUD_ELECTRICITY_LV,13480.0,Demande en électricité basse tension,Services,#00BFFF
AGRICULTURE,EUD_ELECTRICITY_MV,3578.0,Demande en électricité moyenne tension,Agriculture,#00BFFF
INDUSTRY,EUD_ELECTRICITY_MV,9702.0,Demande en électricité moyenne tension,Industrie,#00BFFF
SERVICES,EUD_ELECTRICITY_MV,4228.0,Demande en électricité moyenne tension,Services,#00BFFF
CAR,ELECTRICITY,6331.358954660968,Électricité,Voiture,#00BFFF
COMMUTER,ELECTRICITY,118.59527392479997,Électricité,Train de banlieue,#00BFFF
TRAIN,ELECTRICITY,1631.462243394787,Électricité,Train,#00BFFF
NG,COGEN,0.0002415529714474382,Cogénération,Gaz naturel,#FFD700
NG,COGEN,0.00011879106229863468,Cogénération,Gaz naturel,#FFD700
BOILER,NG,0.00011880182734417913,Gaz naturel,Chaudière,#FFD700
BOILER,NG,0.0002415637209079336,Gaz naturel,Chaudière,#FFD700
H2,GASIFICATION_H2,6687.368857705849,Production d'hydrogène par gazéification du bois,H2,#FF00FF
CO2_TO_DIESEL,H2,675.8956755952556,H2,Conversion du CO2 en diesel,#545454
LCV,H2,4613.4344867389445,H2,Véhicule utilitaire léger,#FF00FF
SEMI,H2,1398.038695371653,H2,Semi-remorque,#FF00FF
